# The following table is formatted as tab separated values. 
#GeneId	GeneName	BioType	Bases affected (DOWNSTREAM)	Total score (DOWNSTREAM)	Length (DOWNSTREAM)	Bases affected (EXON)	Total score (EXON)	Length (EXON)	Bases affected (GENE)	Total score (GENE)	Length (GENE)	Bases affected (INTRON)	Total score (INTRON)	Length (INTRON)	Bases affected (SPLICE_SITE_ACCEPTOR)	Total score (SPLICE_SITE_ACCEPTOR)	Length (SPLICE_SITE_ACCEPTOR)	Bases affected (SPLICE_SITE_DONOR)	Total score (SPLICE_SITE_DONOR)	Length (SPLICE_SITE_DONOR)	Bases affected (SPLICE_SITE_REGION)	Total score (SPLICE_SITE_REGION)	Length (SPLICE_SITE_REGION)	Bases affected (UPSTREAM)	Total score (UPSTREAM)	Length (UPSTREAM)	Bases affected (UTR_3_PRIME)	Total score (UTR_3_PRIME)	Length (UTR_3_PRIME)	Bases affected (UTR_5_PRIME)	Total score (UTR_5_PRIME)	Length (UTR_5_PRIME)	Count (DOWNSTREAM)	Count (EXON)	Count (INTRON)	Count (NON_SYNONYMOUS_CODING)	Count (NON_SYNONYMOUS_START)	Count (SPLICE_SITE_ACCEPTOR)	Count (SPLICE_SITE_DONOR)	Count (SPLICE_SITE_REGION)	Count (START_GAINED)	Count (START_LOST)	Count (STOP_GAINED)	Count (STOP_LOST)	Count (SYNONYMOUS_CODING)	Count (SYNONYMOUS_STOP)	Count (UPSTREAM)	Count (UTR_3_PRIME)	Count (UTR_5_PRIME)
TFAP4	TFAP4	mRNA	8	0	5000	1	0	2140	23	0	15815	21	0	13675	0	0	12	0	0	12	0	0	0	8	0	5000	1	0	869	0	0	254	8	0	21	1	0	0	0	0	0	0	0	0	0	0	8	1	0
TFB1M	TFB1M	mRNA	21	0	5000	1	0	2802	163	0	58354	156	0	55552	0	0	12	0	0	12	0	0	0	12	0	5000	5	0	1706	1	0	55	21	0	156	0	0	0	0	0	0	0	0	0	1	0	12	5	1
TFB2M	TFB2M	mRNA	23	0	5000	3	0	1786	177	0	25703	173	0	23917	0	0	14	0	0	14	1	0	0	30	0	5000	1	0	470	0	0	125	23	0	173	0	0	0	0	1	0	0	0	0	3	0	30	1	0
TFCP2	TFCP2	mRNA	9	0	5000	0	0	3715	200	0	79388	191	0	75673	0	0	30	0	0	28	0	0	0	12	0	5000	6	0	1485	3	0	721	9	0	191	0	0	0	0	0	0	0	0	0	0	0	12	6	3
TFCP2L1	TFCP2L1	mRNA	11	0	5000	1	0	9286	143	0	68615	122	0	59329	0	0	28	0	0	28	1	0	0	8	0	5000	20	0	7753	0	0	93	11	0	122	0	0	0	0	1	0	0	0	0	1	0	8	20	0
TFDP1	TFDP1	Non-coding_transcript	8	0	5000	1	0	2694	150	0	56786	149	0	54092	0	0	22	0	0	26	0	0	0	16	0	5053	0	0	1206	0	0	212	8	1	149	0	0	0	0	0	0	0	0	0	1	0	16	0	0
TFDP2	TFDP2	mRNA	12	0	5000	0	0	10141	354	0	205117	344	0	194976	0	0	28	0	0	30	0	0	0	27	0	15000	10	0	8085	0	0	845	12	0	344	0	0	0	0	0	0	0	0	0	0	0	27	10	0
TFDP3	TFDP3	mRNA	0	0	5000	0	0	1680	0	0	1680	0	0	0	0	0	0	0	0	0	0	0	0	1	0	5000	0	0	373	0	0	89	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
TFE3	TFE3	mRNA	5	0	5000	0	0	3450	13	0	14806	12	0	11356	0	0	20	0	0	18	0	0	0	4	0	5000	0	0	1431	1	0	541	5	0	12	0	0	0	0	0	0	0	0	0	0	0	4	0	1
TFEB	TFEB	mRNA	19	0	5000	4	0	2735	108	0	52282	103	0	49547	0	0	18	0	0	24	0	0	0	13	0	6858	2	0	621	0	0	663	19	0	103	0	0	0	0	0	0	0	0	0	4	0	13	2	0
TFEC	TFEC	mRNA	5	0	5000	3	0	6829	163	0	95666	153	0	88837	0	0	14	0	0	16	0	0	0	18	0	10000	7	0	5403	1	0	316	5	0	153	1	0	0	0	0	0	0	0	0	2	0	18	7	1
TFF1	TFF1	mRNA	30	0	5000	1	0	492	20	0	4254	18	0	3762	0	0	4	0	0	4	0	0	0	21	0	5000	0	0	197	1	0	40	30	0	18	0	0	0	0	0	0	0	0	0	1	0	21	0	1
TFF2	TFF2	mRNA	16	0	5000	0	0	707	14	0	4742	13	0	4035	0	0	6	0	0	6	0	0	0	24	0	5000	1	0	175	0	0	142	16	0	13	0	0	0	0	0	0	0	0	0	0	0	24	1	0
TFF3	TFF3	mRNA	18	0	5000	1	0	1054	12	0	3930	8	0	2876	0	0	4	0	0	4	0	0	0	14	0	5000	1	0	589	2	0	180	18	0	8	0	0	0	0	0	0	0	0	0	1	0	14	1	2
TFG	TFG	mRNA	5	0	5000	1	0	2114	69	0	39678	67	0	37564	0	0	14	0	0	20	0	0	0	12	0	5252	1	0	436	0	0	475	5	0	67	0	0	0	0	0	0	0	0	0	1	0	12	1	0
TFIP11	TFIP11	mRNA	11	0	5000	3	0	2926	57	0	20544	53	0	17618	0	0	30	0	0	30	0	0	0	16	0	5000	0	0	85	1	0	327	11	0	53	0	0	0	0	0	0	0	0	0	3	0	16	0	1
TFPI	TFPI	mRNA	29	0	10000	2	0	4141	170	0	90262	166	0	86121	0	0	16	0	0	14	0	0	0	3	0	5000	3	0	2803	0	0	295	29	0	166	1	0	0	0	0	0	0	0	0	1	0	3	3	0
TFPI2	TFPI2	mRNA	9	0	5000	0	0	2444	3	0	5595	1	0	3151	0	0	12	0	0	8	0	0	0	6	0	5000	2	0	1494	0	0	313	9	0	1	0	0	0	0	0	0	0	0	0	0	0	6	2	0
TFPT	TFPT	mRNA	17	0	5000	0	0	1205	5	0	8736	23	0	7531	0	0	10	0	0	10	1	0	0	10	0	5000	0	0	37	0	0	406	17	0	23	0	0	0	0	1	0	0	0	0	0	0	10	0	0
TFR2	TFR2	mRNA	8	0	5000	1	0	2982	23	0	21135	22	0	18153	0	0	34	0	0	34	0	0	0	15	0	10000	0	0	441	0	0	175	8	0	22	1	0	0	0	0	0	0	0	0	0	0	15	0	0
TFRC	TFRC	mRNA	26	0	5000	1	0	5295	93	0	32878	86	0	27583	0	0	36	0	0	38	0	0	0	14	0	5071	6	0	2658	0	0	354	26	0	86	1	0	0	0	0	0	0	0	0	0	0	14	6	0
TG	TG	mRNA	13	0	5000	24	0	8453	970	0	267939	946	0	259486	0	0	94	0	0	94	5	0	0	13	0	5000	0	0	105	0	0	41	13	0	946	16	0	0	0	5	0	0	0	0	8	0	13	0	0
TGDS	TGDS	mRNA	14	0	5000	0	0	1902	48	0	22204	48	0	20302	0	0	22	0	0	22	0	0	0	20	0	5000	0	0	728	0	0	121	14	0	48	0	0	0	0	0	0	0	0	0	0	0	20	0	0
TGFA	TGFA	mRNA	38	0	5000	2	0	4310	439	0	106736	423	0	102426	0	0	12	0	0	10	0	0	0	14	0	5000	14	0	3579	0	0	248	38	0	423	1	0	0	0	0	0	0	0	0	1	0	14	14	0
TGFA-IT1	TGFA-IT1	Non-coding_transcript	22	0	5000	2	0	492	0	0	14256	0	0	13764	0	0	4	0	0	4	0	0	0	27	0	5000	0	0	0	0	0	0	22	2	0	0	0	0	0	0	0	0	0	0	0	0	27	0	0
TGFB1	TGFB1	mRNA	0	0	5000	2	0	2583	33	0	23403	31	0	20820	0	0	12	0	0	12	0	0	0	7	0	5000	0	0	521	0	0	889	0	0	31	2	0	0	0	0	0	0	0	0	0	0	7	0	0
TGFB1I1	TGFB1I1	mRNA	2	0	5000	2	0	1866	5	0	5806	2	0	3940	0	0	20	0	0	24	0	0	0	10	0	6050	1	0	384	0	0	134	2	0	2	1	0	0	0	0	0	0	0	0	1	0	10	1	0
TGFB2	TGFB2	mRNA	11	0	5000	0	0	5954	244	0	99286	232	0	93332	0	0	14	0	0	14	0	0	0	14	0	5000	11	0	3257	1	0	1368	11	0	232	0	0	0	0	0	0	0	0	0	0	0	14	11	1
TGFB3	TGFB3	mRNA	1	0	5000	0	0	3183	40	0	23651	39	0	20468	0	0	12	0	0	12	0	0	0	6	0	5000	1	0	1088	0	0	856	1	0	39	0	0	0	0	0	0	0	0	0	0	0	6	1	0
TGFBI	TGFBI	mRNA	20	0	5000	6	0	2805	115	0	34924	107	0	32119	0	0	32	0	0	32	0	0	0	16	0	5000	2	0	592	0	0	161	20	0	107	1	0	0	0	0	0	0	0	0	5	0	16	2	0
TGFBR1	TGFBR1	mRNA	5	0	5000	0	0	6474	52	0	49062	48	0	42588	0	0	16	0	0	16	0	0	0	6	0	5000	4	0	4886	0	0	76	5	0	48	0	0	0	0	0	0	0	0	0	0	0	6	4	0
TGFBR2	TGFBR2	mRNA	11	0	5000	1	0	4703	283	0	87640	278	0	82937	0	0	14	0	0	14	1	0	0	7	0	5000	4	0	2542	0	0	382	11	0	278	0	0	0	0	1	0	0	0	0	1	0	7	4	0
TGFBR3	TGFBR3	mRNA	14	0	5000	10	0	6802	707	0	225660	698	0	218858	0	0	38	0	0	38	0	0	0	25	0	10000	3	0	3396	1	0	753	14	10	698	1	0	0	0	0	0	0	0	0	4	0	25	3	1
TGFBR3L	TGFBR3L	mRNA	0	0	5000	0	0	1256	0	0	2949	1	0	1693	0	0	10	0	0	10	0	0	0	5	0	5000	0	0	184	0	0	121	0	0	1	0	0	0	0	0	0	0	0	0	0	0	5	0	0
TGFBRAP1	TGFBRAP1	mRNA	10	0	5000	3	0	5683	192	0	65325	182	0	59642	0	0	24	0	0	22	0	0	0	4	0	5000	7	0	2993	0	0	107	10	0	182	0	0	0	0	0	0	0	0	0	3	0	4	7	0
TGIF1	TGIF1	mRNA	16	0	5000	4	0	4131	151	0	46482	144	0	42351	0	0	10	0	0	22	1	0	0	46	0	17117	1	0	468	6	0	2408	16	0	144	0	0	0	0	1	0	0	0	0	4	0	46	1	6
TGIF2	TGIF2	mRNA	13	0	5000	0	0	3624	40	0	20480	36	0	16856	0	0	4	0	0	10	0	0	0	3	0	6081	4	0	2521	0	0	389	13	0	36	0	0	0	0	0	0	0	0	0	0	0	3	4	0
TGIF2-C20orf24	TGIF2-C20orf24	mRNA	0	0	5000	0	0	1090	41	0	38004	42	0	36914	0	0	8	0	0	8	0	0	0	0	0	5000	3	0	506	0	0	116	0	0	42	0	0	0	0	0	0	0	0	0	0	0	0	3	0
TGIF2LX	TGIF2LX	mRNA	4	0	5000	1	0	847	1	0	943	0	0	96	0	0	2	0	0	2	0	0	0	2	0	5000	0	0	72	0	0	49	4	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0
TGIF2LY	TGIF2LY	mRNA	0	0	5000	0	0	861	0	0	957	0	0	96	0	0	2	0	0	2	0	0	0	0	0	5000	0	0	239	0	0	64	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TGM1	TGM1	mRNA	11	0	5000	1	0	2777	22	0	14097	20	0	11320	0	0	28	0	0	28	0	0	0	18	0	5000	1	0	199	0	0	124	11	0	20	0	0	0	0	0	0	0	0	0	1	0	18	1	0
TGM2	TGM2	mRNA	16	0	10000	3	0	4085	88	0	36837	83	0	32752	0	0	24	0	0	24	2	0	0	30	0	5000	3	0	1889	0	0	100	16	0	83	1	0	0	0	2	0	0	0	0	2	0	30	3	0
TGM3	TGM3	mRNA	14	0	5000	5	0	2677	165	0	45113	158	0	42436	0	0	24	0	0	24	0	0	0	16	0	5000	2	0	498	0	0	97	14	0	158	4	0	0	0	0	0	0	0	0	1	0	16	2	0
TGM4	TGM4	mRNA	10	0	5000	7	0	2999	134	0	39991	125	0	36992	0	0	26	0	0	26	0	0	0	22	0	5000	2	0	871	0	0	73	10	0	125	5	0	0	0	0	0	0	0	0	2	0	22	2	0
TGM5	TGM5	mRNA	3	0	5000	2	0	2767	51	0	34263	49	0	31496	0	0	24	0	0	24	0	0	0	9	0	5000	0	0	596	0	0	8	3	0	49	1	0	0	0	0	0	0	0	0	1	0	9	0	0
TGM6	TGM6	mRNA	20	0	5000	4	0	2292	198	0	51846	193	0	49554	0	0	24	0	0	24	1	0	0	34	0	5000	1	0	219	0	0	61	20	0	193	1	0	0	0	1	0	0	0	0	3	0	34	1	0
TGM7	TGM7	mRNA	14	0	5000	1	0	2312	22	0	25975	21	0	23663	0	0	24	0	0	24	0	0	0	7	0	5000	0	0	174	0	0	5	14	0	21	0	0	0	0	0	0	0	0	0	1	0	7	0	0
TGOLN2	TGOLN2	mRNA	6	0	5000	4	0	6424	35	0	10279	16	0	3855	0	0	12	0	0	8	0	0	0	17	0	5000	17	0	4718	1	0	334	6	0	16	3	0	0	0	0	0	0	0	1	1	0	17	17	1
TGS1	TGS1	mRNA	10	0	5000	7	0	3692	133	0	52215	125	0	48523	0	0	24	0	0	24	0	0	0	12	0	5000	0	0	743	1	0	387	10	0	125	6	0	0	0	0	1	0	0	0	1	0	12	0	1
TH	TH	mRNA	12	0	5000	3	0	1910	15	0	7877	21	0	5967	0	0	26	0	0	28	0	0	0	15	0	5000	0	0	304	0	0	19	12	0	21	1	0	0	0	0	0	0	0	0	2	0	15	0	0
THADA	THADA	mRNA	28	0	14025	8	0	6786	736	0	365211	728	0	358425	0	0	76	0	0	76	1	0	0	6	0	5072	3	0	485	0	0	424	28	8	728	4	0	0	0	1	0	0	0	0	4	0	6	3	0
THAP1	THAP1	mRNA	2	0	5000	0	0	2167	6	0	6658	5	0	4491	0	0	4	0	0	4	0	0	0	1	0	5000	1	0	1572	0	0	237	2	0	5	0	0	0	0	0	0	0	0	0	0	0	1	1	0
THAP10	THAP10	mRNA	6	0	5000	1	0	2047	0	0	11092	0	0	9045	0	0	4	0	0	4	0	0	0	7	0	5000	1	0	1112	0	0	161	6	0	0	0	0	0	0	0	0	0	0	0	1	0	7	1	0
THAP11	THAP11	mRNA	7	0	5000	0	0	1886	0	0	1886	0	0	0	0	0	0	0	0	0	0	0	0	10	0	5000	1	0	696	0	0	245	7	0	0	0	0	0	0	0	0	0	0	0	0	0	10	1	0
THAP2	THAP2	mRNA	5	0	5000	0	0	4840	15	0	16752	13	0	11912	0	0	4	0	0	4	0	0	0	1	0	5000	2	0	3540	0	0	613	5	0	13	0	0	0	0	0	0	0	0	0	0	0	1	2	0
THAP3	THAP3	mRNA	23	0	7004	1	0	2972	11	0	10722	14	0	7750	0	0	16	0	0	10	0	0	0	13	0	5285	2	0	2003	0	0	159	23	0	14	1	0	0	0	0	0	0	0	0	0	0	13	2	0
THAP4	THAP4	mRNA	12	0	5000	2	0	2318	118	0	52906	115	0	50588	0	0	10	0	0	12	0	0	0	23	0	10000	1	0	201	0	0	379	12	0	115	1	0	0	0	0	0	0	0	0	1	0	23	1	0
THAP5	THAP5	mRNA	10	0	5000	0	0	3789	13	0	7625	8	0	3836	0	0	4	0	0	8	0	0	0	9	0	5315	5	0	2047	1	0	918	10	0	8	0	0	0	0	0	0	0	0	0	0	0	9	5	1
THAP6	THAP6	mRNA	11	0	5000	2	0	3578	23	0	15583	18	0	12005	0	0	8	0	0	8	0	0	0	0	0	5000	3	0	2812	0	0	97	11	0	18	2	0	0	0	0	0	0	0	0	0	0	0	3	0
THAP7	THAP7	mRNA	17	0	5000	1	0	1242	0	0	2344	1	0	1102	0	0	8	0	0	8	0	0	0	27	0	5000	1	0	108	0	0	204	17	0	1	1	0	0	0	0	0	0	0	0	0	0	27	1	0
THAP7-AS1	THAP7-AS1	Non-coding_transcript	16	0	10000	14	0	2971	44	0	8453	30	0	5482	0	0	4	1	0	2	0	0	0	9	0	5000	0	0	0	0	0	0	16	14	30	0	0	0	1	0	0	0	0	0	0	0	9	0	0
THAP8	THAP8	mRNA	6	0	5000	0	0	1825	13	0	19778	12	0	17953	0	0	6	0	0	6	0	0	0	10	0	5000	0	0	455	1	0	545	6	0	12	0	0	0	0	0	0	0	0	0	0	0	10	0	1
THAP9	THAP9	mRNA	0	0	5000	5	0	4038	41	0	19448	34	0	15410	0	0	8	0	0	8	0	0	0	8	0	5000	2	0	1207	0	0	119	0	0	34	5	0	0	0	0	0	0	0	0	0	0	8	2	0
THAP9-AS1	THAP9-AS1	Non-coding_transcript	12	0	5000	4	0	2308	8	0	7465	9	0	5157	0	0	10	0	0	10	0	0	0	12	0	5000	0	0	0	0	0	0	12	4	9	0	0	0	0	0	0	0	0	0	0	0	12	0	0
THBD	THBD	mRNA	9	0	5000	0	0	4032	3	0	4032	0	0	0	0	0	0	0	0	0	0	0	0	14	0	5000	3	0	2144	0	0	160	9	0	0	0	0	0	0	0	0	0	0	0	0	0	14	3	0
THBS1	THBS1	mRNA	11	0	5000	9	0	5790	44	0	16389	29	0	10599	0	0	42	0	0	42	0	0	0	17	0	5000	6	0	2098	0	0	179	11	0	29	2	0	0	0	0	0	0	0	0	7	0	17	6	0
THBS2	THBS2	mRNA	22	0	5000	6	0	5881	153	0	38335	130	0	32454	0	0	44	0	0	44	2	0	0	13	0	5000	17	0	2042	0	0	320	22	0	130	0	0	0	0	2	0	0	0	0	6	0	13	17	0
THBS3	THBS3	mRNA	2	0	5000	1	0	3316	9	0	12394	8	0	9078	0	0	46	0	0	46	0	0	0	1	0	5000	0	0	253	0	0	105	2	1	8	1	0	0	0	0	0	0	0	0	0	0	1	0	0
THBS4	THBS4	mRNA	15	0	5000	4	0	3220	104	0	47938	100	0	44718	0	0	42	0	0	42	1	0	0	10	0	5000	0	0	143	0	0	191	15	0	100	3	0	0	0	1	0	0	0	0	1	0	10	0	0
THEG	THEG	mRNA	7	0	5000	5	0	1326	69	0	13957	62	0	12631	0	0	14	0	0	14	0	0	0	12	0	5000	0	0	143	2	0	43	7	0	62	4	0	0	0	0	0	0	0	0	1	0	12	0	2
THEG5	THEG5	mRNA	7	0	5000	2	0	1696	6	0	5362	4	0	3666	0	0	12	0	0	10	0	0	0	6	0	9092	0	0	511	1	0	700	7	0	4	1	0	0	0	0	0	0	0	0	1	0	6	0	1
THEGL	THEGL	mRNA	19	0	5000	4	0	1466	267	0	72715	263	0	71249	0	0	16	0	0	16	0	0	0	5	0	5000	0	0	0	0	0	68	19	0	263	2	0	0	0	0	0	0	0	0	2	0	5	0	0
THEM4	THEM4	mRNA	11	0	5000	2	0	5171	74	0	39019	60	0	33848	0	0	10	0	0	10	0	0	0	11	0	5000	12	0	4021	0	0	427	11	0	60	1	0	0	0	0	0	0	0	0	1	0	11	12	0
THEM5	THEM5	mRNA	21	0	5000	3	0	1146	13	0	6597	12	0	5451	0	0	10	0	0	10	0	0	0	10	0	5000	0	0	270	0	0	132	21	0	12	2	0	0	0	0	0	0	0	0	1	0	10	0	0
THEM6	THEM6	mRNA	1	0	5000	1	0	2264	19	0	9730	12	0	7466	0	0	2	0	0	2	0	0	0	7	0	5000	6	0	1493	0	0	144	1	0	12	0	0	0	0	0	0	0	0	0	1	0	7	6	0
THEMIS	THEMIS	mRNA	10	0	5000	2	0	4187	397	0	210438	394	0	206251	0	0	12	0	0	14	0	0	0	31	0	10000	2	0	1791	0	0	367	10	0	394	2	0	0	0	0	0	0	0	0	0	0	31	2	0
THEMIS2	THEMIS2	mRNA	1	0	5000	5	0	2724	42	0	14143	37	0	11419	0	0	14	0	0	14	0	0	0	5	0	5000	4	0	839	0	0	29	1	0	37	3	0	0	0	0	0	0	0	0	3	0	5	4	0
THG1L	THG1L	mRNA	6	0	5000	1	0	1305	16	0	8450	10	0	7145	0	0	10	0	0	10	1	0	0	2	0	5000	1	0	282	4	0	126	6	0	10	1	0	0	0	1	0	0	0	0	0	0	2	1	4
THNSL1	THNSL1	mRNA	17	0	5000	6	0	3770	0	0	10086	0	0	6316	0	0	4	0	0	4	0	0	0	12	0	5000	5	0	1209	0	0	329	17	0	0	4	0	0	0	0	0	0	1	0	1	0	12	5	0
THNSL2	THNSL2	mRNA	6	0	5000	3	0	2317	25	0	16343	24	0	14026	0	0	18	0	0	18	0	0	0	21	0	7844	0	0	773	0	0	230	6	0	24	2	0	0	0	0	0	0	0	0	1	0	21	0	0
THOC1	THOC1	mRNA	3	0	5000	1	0	2120	52	0	53540	51	0	51420	0	0	40	0	0	40	2	0	0	3	0	5000	0	0	106	0	0	40	3	0	51	0	0	0	0	2	0	0	0	0	1	0	3	0	0
THOC2	THOC2	mRNA	3	0	5000	0	0	5610	111	0	132493	111	0	126883	0	0	76	0	0	76	0	0	0	1	0	5000	0	0	796	0	0	32	3	0	111	0	0	0	0	0	0	0	0	0	0	0	1	0	0
THOC3	THOC3	mRNA	0	0	5000	0	0	1601	0	0	8785	0	0	7184	0	0	10	0	0	10	0	0	0	0	0	5000	0	0	438	0	0	107	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
THOC5	THOC5	mRNA	12	0	5000	5	0	2754	125	0	45581	118	0	42827	0	0	40	0	0	42	0	0	0	7	0	5092	2	0	290	0	0	412	12	0	118	2	0	0	0	0	0	0	0	0	3	0	7	2	0
THOC6	THOC6	mRNA	7	0	5000	0	0	1420	0	0	3725	4	0	2305	0	0	24	0	0	24	1	0	0	1	0	5000	0	0	98	0	0	296	7	0	4	0	0	0	0	1	0	0	0	0	0	0	1	0	0
THOC7	THOC7	mRNA	3	0	5000	0	0	1278	41	0	30054	41	0	28776	0	0	14	0	0	16	0	0	0	3	0	5137	0	0	262	0	0	557	3	0	41	0	0	0	0	0	0	0	0	0	0	0	3	0	0
THOC7-AS1	THOC7-AS1	Non-coding_transcript	3	0	5000	0	0	673	0	0	1175	0	0	502	0	0	2	0	0	2	0	0	0	8	0	5000	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0
THOP1	THOP1	mRNA	13	0	5000	0	0	2550	67	0	28094	67	0	25544	0	0	24	0	0	24	0	0	0	4	0	5000	0	0	325	0	0	155	13	0	67	0	0	0	0	0	0	0	0	0	0	0	4	0	0
THPO	THPO	mRNA	4	0	5000	3	0	2186	25	0	7754	20	0	5568	0	0	18	0	0	14	0	0	0	5	0	6480	4	0	663	2	0	546	4	0	20	1	0	0	0	0	1	0	0	0	2	0	5	4	2
THRA	THRA	mRNA	12	0	8830	0	0	3496	33	0	31675	33	0	28179	0	0	20	0	0	20	0	0	0	6	0	5622	1	0	1066	0	0	834	12	0	33	0	0	0	0	0	0	0	0	0	0	0	6	1	0
THRAP3	THRAP3	mRNA	5	0	5000	6	0	4431	157	0	80941	150	0	76510	0	0	22	0	0	22	0	0	0	4	0	5000	1	0	1339	0	0	224	5	0	150	3	0	0	0	0	0	0	0	0	3	0	4	1	0
THRB	THRB	mRNA	14	0	5000	1	0	7684	1091	0	377669	1072	0	369985	0	0	24	0	0	24	0	0	0	7	0	5000	18	0	5730	0	0	568	14	0	1072	0	0	0	0	0	0	0	0	0	1	0	7	18	0
THRB-AS1	THRB-AS1	Non-coding_transcript	1	0	5000	2	0	885	7	0	5925	6	0	5040	0	0	2	0	0	2	0	0	0	6	0	5000	0	0	0	0	0	0	1	2	6	0	0	0	0	0	0	0	0	0	0	0	6	0	0
THRIL	THRIL	Non-coding_transcript	19	0	5000	5	0	1981	0	0	1981	0	0	0	0	0	0	0	0	0	0	0	0	21	0	5000	0	0	0	0	0	0	19	5	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0
THRSP	THRSP	mRNA	15	0	5000	0	0	1180	0	0	4497	0	0	3317	0	0	2	0	0	2	0	0	0	26	0	5000	4	0	718	0	0	21	15	0	0	0	0	0	0	0	0	0	0	0	0	0	26	4	0
THSD1	THSD1	mRNA	12	0	5000	5	0	3347	58	0	29327	53	0	25980	0	0	8	0	0	8	0	0	0	11	0	5000	0	0	243	0	0	545	12	0	53	2	0	0	0	0	0	0	0	0	3	0	11	0	0
THSD4	THSD4	mRNA	11	0	5000	3	0	9425	2107	0	641935	2085	0	632510	0	0	32	0	0	34	1	0	0	36	0	10000	19	0	6009	0	0	287	11	0	2085	0	0	0	0	1	0	0	0	0	3	0	36	19	0
THSD7A	THSD7A	mRNA	14	0	5000	11	0	10585	1786	0	461763	1757	0	451178	0	0	52	0	0	52	0	0	0	13	0	5000	18	0	5359	0	0	252	14	0	1757	2	0	0	0	0	0	0	0	0	9	0	13	18	0
THSD7B	THSD7B	mRNA	20	0	5000	7	0	5845	1937	0	686826	1925	0	680981	0	0	52	1	0	52	2	0	0	19	0	5000	5	0	1112	0	0	0	20	0	1925	4	0	0	1	2	0	0	0	0	3	0	19	5	0
THTPA	THTPA	mRNA	11	0	5000	3	0	2675	81	0	47822	78	0	45147	0	0	10	0	0	16	0	0	0	18	0	11050	2	0	851	0	0	776	11	3	78	0	0	0	0	0	0	0	0	0	0	0	18	2	0
THUMPD1	THUMPD1	mRNA	16	0	5000	1	0	4413	22	0	8211	10	0	3798	0	0	6	0	0	6	0	0	0	12	0	5000	10	0	3213	1	0	138	16	0	10	1	0	0	0	0	0	0	0	0	0	0	12	10	1
THUMPD2	THUMPD2	mRNA	11	0	5000	1	0	2345	99	0	43217	98	0	40872	0	0	20	0	0	20	0	0	0	13	0	5000	1	0	675	0	0	37	11	1	98	0	0	0	0	0	0	0	0	0	0	0	13	1	0
THUMPD3	THUMPD3	mRNA	10	0	5000	6	0	3980	53	0	23759	45	0	19779	0	0	18	1	0	20	1	0	0	12	0	5000	2	0	2103	4	0	353	10	0	45	2	0	0	1	1	1	0	0	0	4	0	12	2	4
THUMPD3-AS1	THUMPD3-AS1	Non-coding_transcript	13	0	5000	8	0	1860	27	0	8638	19	0	6778	0	0	4	0	0	4	0	0	0	6	0	5000	0	0	0	0	0	0	13	8	19	0	0	0	0	0	0	0	0	0	0	0	6	0	0
THY1	THY1	mRNA	10	0	5000	0	0	2397	0	0	5592	0	0	3195	0	0	6	0	0	6	0	0	0	13	0	5000	2	0	1463	0	0	448	10	0	0	0	0	0	0	0	0	0	0	0	0	0	13	2	0
THYN1	THYN1	mRNA	11	0	5000	0	0	1321	0	0	5088	8	0	3767	0	0	14	0	0	16	1	0	0	20	0	5000	0	0	185	0	0	484	11	0	8	0	0	0	0	1	0	0	0	0	0	0	20	0	0
TIA1	TIA1	mRNA	5	0	5000	0	0	4653	89	0	39204	87	0	34551	0	0	24	0	0	24	0	0	0	9	0	5000	1	0	3275	1	0	217	5	0	87	0	0	0	0	0	1	0	0	0	0	0	9	1	1
TIAF1	TIAF1	mRNA	0	0	5000	0	0	2089	0	0	2089	0	0	0	0	0	0	0	0	0	0	0	0	10	0	5000	0	0	331	2	0	1410	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	2
TIAL1	TIAL1	mRNA	11	0	5000	0	0	3942	29	0	23564	28	0	19622	0	0	24	0	0	22	0	0	0	12	0	5000	1	0	2199	0	0	564	11	0	28	0	0	0	0	0	0	0	0	0	0	0	12	1	0
TIAM1	TIAM1	mRNA	27	0	5000	7	0	7198	1389	0	440555	1375	0	433357	0	0	56	0	0	56	1	0	0	7	0	5000	6	0	1950	1	0	472	27	0	1375	4	0	0	0	1	0	0	0	0	3	0	7	6	1
TIAM2	TIAM2	mRNA	20	0	5000	11	0	6044	534	0	167435	525	0	161391	0	0	50	0	0	52	1	0	0	34	0	10000	0	0	602	1	0	393	20	0	525	3	0	0	0	1	1	0	0	0	8	0	34	0	1
TICAM1	TICAM1	mRNA	16	0	5000	2	0	2722	37	0	15819	34	0	13097	0	0	2	0	0	2	0	0	0	19	0	5000	1	0	315	0	0	268	16	0	34	0	0	0	0	0	0	0	0	0	2	0	19	1	0
TICAM2	TICAM2	mRNA	0	0	5000	0	0	3203	36	0	23984	30	0	20781	0	0	2	0	0	2	0	0	0	13	0	5000	6	0	2053	0	0	442	0	0	30	0	0	0	0	0	0	0	0	0	0	0	13	6	0
TICRR	TICRR	mRNA	16	0	5000	11	0	6669	142	0	52436	130	0	45767	0	0	42	0	0	42	1	0	0	14	0	5000	1	0	936	0	0	0	16	0	130	7	0	0	0	1	0	0	0	0	4	0	14	1	0
